matrix_name,num_threads,csr_m,csr_n,csr_nnz,time,gflops,csr_mem_footprint,format_name,prefer_fsc,size_cutoff,col_threshold,SpMV Base,SpMV DDT Parallel Executor,SpMV DDT Parallel gflops,SPMV Analysis
/home/users/dgal/Data/graphs/tamu/matrices/spal_004/spal_004.mtx,16,10203,321696,46168124,0.0162948,5.6666,5.54058e+08,LCM,0,4,8,0.0644962,0.0162948,5.6666,1.47309
/home/users/dgal/Data/graphs/tamu/matrices/ldoor/ldoor.mtx,16,952203,952203,46522475,0.00645148,14.4223,5.62079e+08,LCM,0,4,8,0.0453578,0.00645148,14.4223,0.837083
/home/users/dgal/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,16,1157456,1157456,48538952,0.0124119,7.82134,5.87097e+08,LCM,0,4,8,0.0476153,0.0124119,7.82134,1.74581
/home/users/dgal/Data/graphs/tamu/matrices/nv2/nv2.mtx,16,1453908,1453908,52728362,0.01526,6.91067,6.38556e+08,LCM,0,4,8,0.107952,0.01526,6.91067,1.81967
/home/users/dgal/Data/graphs/tamu/matrices/af_shell10/af_shell10.mtx,16,1508065,1508065,52672325,0.00780456,13.4978,6.381e+08,LCM,0,4,8,0.0502981,0.00780456,13.4978,0.979753
/home/users/dgal/Data/graphs/tamu/matrices/boneS10/boneS10.mtx,16,914898,914898,55468422,0.0125736,8.82297,6.69281e+08,LCM,0,4,8,0.0529812,0.0125736,8.82297,1.12428
/home/users/dgal/Data/graphs/tamu/matrices/circuit5M/circuit5M.mtx,16,5558326,5558326,59524291,0.0271292,4.38821,7.36525e+08,LCM,0,4,8,0.0669493,0.0271292,4.38821,1.83533
/home/users/dgal/Data/graphs/tamu/matrices/Hook_1498/Hook_1498.mtx,16,1498023,1498023,60917445,0.00996853,12.222,7.37001e+08,LCM,0,4,8,0.0582037,0.00996853,12.222,1.2221
/home/users/dgal/Data/graphs/tamu/matrices/Geo_1438/Geo_1438.mtx,16,1437960,1437960,63156690,0.010334,12.2231,7.63632e+08,LCM,0,4,8,0.0603219,0.010334,12.2231,1.23689
/home/users/dgal/Data/graphs/tamu/matrices/Serena/Serena.mtx,16,1391349,1391349,64531701,0.0102859,12.5476,7.79946e+08,LCM,0,4,8,0.0617144,0.0102859,12.5476,1.27756
/home/users/dgal/Data/graphs/tamu/matrices/vas_stokes_2M/vas_stokes_2M.mtx,16,2146677,2146677,65129037,0.0160871,8.09704,7.90135e+08,LCM,0,4,8,0.0655606,0.0160871,8.09704,1.78824
/home/users/dgal/Data/graphs/tamu/matrices/bone010/bone010.mtx,16,986703,986703,71666325,0.0111524,12.8522,8.63943e+08,LCM,0,4,8,0.0685824,0.0111524,12.8522,1.32211
/home/users/dgal/Data/graphs/tamu/matrices/audikw_1/audikw_1.mtx,16,943695,943695,77651847,0.0117721,13.1926,9.35597e+08,LCM,0,4,8,0.0797359,0.0117721,13.1926,1.43494
/home/users/dgal/Data/graphs/tamu/matrices/Long_Coup_dt0/Long_Coup_dt0.mtx,16,1470152,1470152,87088992,0.0128247,13.5814,1.05095e+09,LCM,0,4,8,0.0832297,0.0128247,13.5814,1.59098
