matrix_name,num_threads,csr_m,csr_n,csr_nnz,time,gflops,csr_mem_footprint,format_name,prefer_fsc,size_cutoff,col_threshold,SpMV Base,SpMV DDT Parallel Executor,SpMV DDT Parallel gflops,SPMV Analysis
/home/users/dgal/Data/graphs/tamu/matrices/spal_004/spal_004.mtx,16,10203,321696,46168124,0.0158171,5.83773,5.54058e+08,LCM,0,4,8,0.0660355,0.0158171,5.83773,1.51017
/home/users/dgal/Data/graphs/tamu/matrices/ldoor/ldoor.mtx,16,952203,952203,46522475,0.00643614,14.4566,5.62079e+08,LCM,0,4,8,0.0459006,0.00643614,14.4566,0.866467
/home/users/dgal/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,16,1157456,1157456,48538952,0.0126504,7.67391,5.87097e+08,LCM,0,4,8,0.0477914,0.0126504,7.67391,1.76615
/home/users/dgal/Data/graphs/tamu/matrices/nv2/nv2.mtx,16,1453908,1453908,52728362,0.0152958,6.89449,6.38556e+08,LCM,0,4,8,0.11106,0.0152958,6.89449,1.8392
/home/users/dgal/Data/graphs/tamu/matrices/af_shell10/af_shell10.mtx,16,1508065,1508065,52672325,0.00789563,13.3421,6.381e+08,LCM,0,4,8,0.0503735,0.00789563,13.3421,1.01461
/home/users/dgal/Data/graphs/tamu/matrices/boneS10/boneS10.mtx,16,914898,914898,55468422,0.0087848,12.6283,6.69281e+08,LCM,0,4,8,0.0530258,0.0087848,12.6283,1.08715
/home/users/dgal/Data/graphs/tamu/matrices/circuit5M/circuit5M.mtx,16,5558326,5558326,59524291,0.0272966,4.3613,7.36525e+08,LCM,0,4,8,0.0677318,0.0272966,4.3613,1.87548
/home/users/dgal/Data/graphs/tamu/matrices/Hook_1498/Hook_1498.mtx,16,1498023,1498023,60917445,0.00993041,12.2689,7.37001e+08,LCM,0,4,8,0.0583726,0.00993041,12.2689,1.24887
/home/users/dgal/Data/graphs/tamu/matrices/Geo_1438/Geo_1438.mtx,16,1437960,1437960,63156690,0.0103545,12.1989,7.63632e+08,LCM,0,4,8,0.0604195,0.0103545,12.1989,1.2675
/home/users/dgal/Data/graphs/tamu/matrices/Serena/Serena.mtx,16,1391349,1391349,64531701,0.0102891,12.5437,7.79946e+08,LCM,0,4,8,0.0621713,0.0102891,12.5437,1.31673
/home/users/dgal/Data/graphs/tamu/matrices/vas_stokes_2M/vas_stokes_2M.mtx,16,2146677,2146677,65129037,0.0159053,8.18963,7.90135e+08,LCM,0,4,8,0.065607,0.0159053,8.18963,1.77854
/home/users/dgal/Data/graphs/tamu/matrices/bone010/bone010.mtx,16,986703,986703,71666325,0.0111236,12.8855,8.63943e+08,LCM,0,4,8,0.0687556,0.0111236,12.8855,1.35999
/home/users/dgal/Data/graphs/tamu/matrices/audikw_1/audikw_1.mtx,16,943695,943695,77651847,0.011813,13.1469,9.35597e+08,LCM,0,4,8,0.0802228,0.011813,13.1469,1.47049
/home/users/dgal/Data/graphs/tamu/matrices/Long_Coup_dt0/Long_Coup_dt0.mtx,16,1470152,1470152,87088992,0.012815,13.5917,1.05095e+09,LCM,0,4,8,0.0833597,0.012815,13.5917,1.63143
/home/users/dgal/Data/graphs/tamu/matrices/Long_Coup_dt6/Long_Coup_dt6.mtx,16,1470152,1470152,87088992,0.0128634,13.5406,1.05095e+09,LCM,0,4,8,0.0833698,0.0128634,13.5406,1.62997
/home/users/dgal/Data/graphs/tamu/matrices/dielFilterV3real/dielFilterV3real.mtx,16,1102824,1102824,89306020,0.0226602,7.88219,1.07608e+09,LCM,0,4,8,0.0917852,0.0226602,7.88219,2.90151
/home/users/dgal/Data/graphs/tamu/matrices/nlpkkt120/nlpkkt120.mtx,16,3542400,3542400,96845792,0.0135277,14.3182,1.17632e+09,LCM,0,4,8,0.0900091,0.0135277,14.3182,1.79096
/home/users/dgal/Data/graphs/tamu/matrices/cage15/cage15.mtx,16,5154859,5154859,99199551,0.0379392,5.2294,1.21101e+09,LCM,0,4,8,0.100684,0.0379392,5.2294,3.51991
/home/users/dgal/Data/graphs/tamu/matrices/ML_Geer/ML_Geer.mtx,16,1504002,1504002,110879972,0.0180321,12.298,1.33658e+09,LCM,0,4,8,0.10634,0.0180321,12.298,2.12717
/home/users/dgal/Data/graphs/tamu/matrices/Flan_1565/Flan_1565.mtx,16,1564794,1564794,117406044,0.0181397,12.9446,1.41513e+09,LCM,0,4,8,0.112561,0.0181397,12.9446,2.20683
/home/users/dgal/Data/graphs/tamu/matrices/Cube_Coup_dt0/Cube_Coup_dt0.mtx,16,2164760,2164760,127206144,0.018772,13.5528,1.53513e+09,LCM,0,4,8,0.121627,0.018772,13.5528,2.34959
/home/users/dgal/Data/graphs/tamu/matrices/Cube_Coup_dt6/Cube_Coup_dt6.mtx,16,2164760,2164760,127206144,0.0188096,13.5257,1.53513e+09,LCM,0,4,8,0.121721,0.0188096,13.5257,2.35039
