matrix_name,num_threads,csr_m,csr_n,csr_nnz,time,gflops,csr_mem_footprint,format_name,prefer_fsc,size_cutoff,col_threshold,SpMV Base,SpMV DDT Parallel Executor,SpMV DDT Parallel gflops,SPMV Analysis
/home/users/dgal/Data/graphs/tamu/matrices/spal_004/spal_004.mtx,16,10203,321696,46168124,0.0157759,5.85298,5.54058e+08,LCM,0,4,8,0.065602,0.0157759,5.85298,1.51281
/home/users/dgal/Data/graphs/tamu/matrices/ldoor/ldoor.mtx,16,952203,952203,46522475,0.00645306,14.4187,5.62079e+08,LCM,0,4,8,0.0459259,0.00645306,14.4187,0.865329
/home/users/dgal/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,16,1157456,1157456,48538952,0.0125624,7.72766,5.87097e+08,LCM,0,4,8,0.0476908,0.0125624,7.72766,1.76541
/home/users/dgal/Data/graphs/tamu/matrices/nv2/nv2.mtx,16,1453908,1453908,52728362,0.0152943,6.89515,6.38556e+08,LCM,0,4,8,0.109527,0.0152943,6.89515,1.8399
/home/users/dgal/Data/graphs/tamu/matrices/af_shell10/af_shell10.mtx,16,1508065,1508065,52672325,0.00782857,13.4564,6.381e+08,LCM,0,4,8,0.0503248,0.00782857,13.4564,1.01468
/home/users/dgal/Data/graphs/tamu/matrices/boneS10/boneS10.mtx,16,914898,914898,55468422,0.00870352,12.7462,6.69281e+08,LCM,0,4,8,0.0530575,0.00870352,12.7462,1.08567
/home/users/dgal/Data/graphs/tamu/matrices/circuit5M/circuit5M.mtx,16,5558326,5558326,59524291,0.0273068,4.35967,7.36525e+08,LCM,0,4,8,0.0676264,0.0273068,4.35967,1.87682
/home/users/dgal/Data/graphs/tamu/matrices/Hook_1498/Hook_1498.mtx,16,1498023,1498023,60917445,0.00986803,12.3464,7.37001e+08,LCM,0,4,8,0.0582945,0.00986803,12.3464,1.24841
/home/users/dgal/Data/graphs/tamu/matrices/Geo_1438/Geo_1438.mtx,16,1437960,1437960,63156690,0.0103867,12.1611,7.63632e+08,LCM,0,4,8,0.060417,0.0103867,12.1611,1.26772
/home/users/dgal/Data/graphs/tamu/matrices/Serena/Serena.mtx,16,1391349,1391349,64531701,0.010469,12.3281,7.79946e+08,LCM,0,4,8,0.0619874,0.010469,12.3281,1.31621
/home/users/dgal/Data/graphs/tamu/matrices/vas_stokes_2M/vas_stokes_2M.mtx,16,2146677,2146677,65129037,0.0158955,8.19466,7.90135e+08,LCM,0,4,8,0.0655479,0.0158955,8.19466,1.77742
/home/users/dgal/Data/graphs/tamu/matrices/bone010/bone010.mtx,16,986703,986703,71666325,0.0111662,12.8364,8.63943e+08,LCM,0,4,8,0.0686819,0.0111662,12.8364,1.36115
/home/users/dgal/Data/graphs/tamu/matrices/audikw_1/audikw_1.mtx,16,943695,943695,77651847,0.0118799,13.0728,9.35597e+08,LCM,0,4,8,0.0800908,0.0118799,13.0728,1.46541
/home/users/dgal/Data/graphs/tamu/matrices/Long_Coup_dt0/Long_Coup_dt0.mtx,16,1470152,1470152,87088992,0.0128344,13.5712,1.05095e+09,LCM,0,4,8,0.0833038,0.0128344,13.5712,1.63077
/home/users/dgal/Data/graphs/tamu/matrices/Long_Coup_dt6/Long_Coup_dt6.mtx,16,1470152,1470152,87088992,0.0128469,13.558,1.05095e+09,LCM,0,4,8,0.0832795,0.0128469,13.558,1.63108
/home/users/dgal/Data/graphs/tamu/matrices/dielFilterV3real/dielFilterV3real.mtx,16,1102824,1102824,89306020,0.0227864,7.83855,1.07608e+09,LCM,0,4,8,0.0918736,0.0227864,7.83855,2.89881
/home/users/dgal/Data/graphs/tamu/matrices/nlpkkt120/nlpkkt120.mtx,16,3542400,3542400,96845792,0.0135128,14.334,1.17632e+09,LCM,0,4,8,0.0898174,0.0135128,14.334,1.79298
/home/users/dgal/Data/graphs/tamu/matrices/cage15/cage15.mtx,16,5154859,5154859,99199551,0.0379813,5.2236,1.21101e+09,LCM,0,4,8,0.100786,0.0379813,5.2236,3.5203
/home/users/dgal/Data/graphs/tamu/matrices/ML_Geer/ML_Geer.mtx,16,1504002,1504002,110879972,0.0180739,12.2696,1.33658e+09,LCM,0,4,8,0.106306,0.0180739,12.2696,2.12997
/home/users/dgal/Data/graphs/tamu/matrices/Flan_1565/Flan_1565.mtx,16,1564794,1564794,117406044,0.0181986,12.9028,1.41513e+09,LCM,0,4,8,0.112506,0.0181986,12.9028,2.2078
/home/users/dgal/Data/graphs/tamu/matrices/Cube_Coup_dt0/Cube_Coup_dt0.mtx,16,2164760,2164760,127206144,0.0188622,13.4879,1.53513e+09,LCM,0,4,8,0.121683,0.0188622,13.4879,2.35469
/home/users/dgal/Data/graphs/tamu/matrices/Cube_Coup_dt6/Cube_Coup_dt6.mtx,16,2164760,2164760,127206144,0.0189455,13.4287,1.53513e+09,LCM,0,4,8,0.121683,0.0189455,13.4287,2.35254
/home/users/dgal/Data/graphs/tamu/matrices/Bump_2911/Bump_2911.mtx,16,2911419,2911419,127729899,0.021815,11.7103,1.5444e+09,LCM,0,4,8,0.122236,0.021815,11.7103,2.58518
