matrix_name,num_threads,csr_m,csr_n,csr_nnz,time,gflops,csr_mem_footprint,format_name,prefer_fsc,size_cutoff,col_threshold,SpMV Base,SpMV DDT Parallel Executor,SpMV DDT Parallel gflops,SPMV Analysis
/home/users/dgal/Data/graphs/tamu/matrices/ts-palko/ts-palko.mtx,16,22002,47235,1076903,9.9136e-05,21.7258,1.30108e+07,LCM,0,4,8,0.000911678,9.9136e-05,21.7258,0.0470506
/home/users/dgal/Data/graphs/tamu/matrices/neos/neos.mtx,16,479119,515905,1526794,0.000849764,3.59345,2.0238e+07,LCM,0,4,8,0.00151613,0.000849764,3.59345,0.0753494
/home/users/dgal/Data/graphs/tamu/matrices/stat96v3/stat96v3.mtx,16,33841,1113780,3317736,0.000364538,18.2024,3.99482e+07,LCM,0,4,8,0.00321466,0.000364538,18.2024,0.0783617
/home/users/dgal/Data/graphs/tamu/matrices/stormG2_1000/stormG2_1000.mtx,16,528185,1377306,3459881,0.0014657,4.72114,4.36313e+07,LCM,0,4,8,0.00341605,0.0014657,4.72114,0.120768
/home/users/dgal/Data/graphs/tamu/matrices/xenon2/xenon2.mtx,16,157464,157464,3866688,0.000390711,19.7931,4.70301e+07,LCM,0,4,8,0.00331369,0.000390711,19.7931,0.0890422
/home/users/dgal/Data/graphs/tamu/matrices/s3dkq4m2/s3dkq4m2.mtx,16,90449,90449,4820891,0.000269218,35.814,5.82125e+07,LCM,0,4,8,0.00458001,0.000269218,35.814,0.0908813
/home/users/dgal/Data/graphs/tamu/matrices/apache2/apache2.mtx,16,715176,715176,4817870,0.000485056,19.8652,6.06751e+07,LCM,0,4,8,0.00458077,0.000485056,19.8652,0.107121
/home/users/dgal/Data/graphs/tamu/matrices/Si34H36/Si34H36.mtx,16,97569,97569,5156379,0.00107541,9.58956,6.22668e+07,LCM,0,4,8,0.00521136,0.00107541,9.58956,0.148936
/home/users/dgal/Data/graphs/tamu/matrices/ecology2/ecology2.mtx,16,999999,999999,4995991,0.00253195,3.94635,6.39519e+07,LCM,0,4,8,0.00477252,0.00253195,3.94635,0.185162
/home/users/dgal/Data/graphs/tamu/matrices/LargeRegFile/LargeRegFile.mtx,16,2111154,801374,4944201,0.00496224,1.99273,6.7775e+07,LCM,0,4,8,0.00557843,0.00496224,1.99273,0.300233
/home/users/dgal/Data/graphs/tamu/matrices/largebasis/largebasis.mtx,16,440020,440020,5560100,0.00170074,6.53843,6.84813e+07,LCM,0,4,8,0.00509184,0.00170074,6.53843,0.170804
/home/users/dgal/Data/graphs/tamu/matrices/Goodwin_127/Goodwin_127.mtx,16,178437,178437,5778545,0.000945435,12.2241,7.00563e+07,LCM,0,4,8,0.00552953,0.000945435,12.2241,0.146343
/home/users/dgal/Data/graphs/tamu/matrices/Hamrle3/Hamrle3.mtx,16,1447360,1447360,5514242,0.004145,2.66067,7.19603e+07,LCM,0,4,8,0.00634739,0.004145,2.66067,0.245205
/home/users/dgal/Data/graphs/tamu/matrices/boneS01/boneS01.mtx,16,127224,127224,6715152,0.000708707,18.9504,8.10907e+07,LCM,0,4,8,0.00641406,0.000708707,18.9504,0.136819
/home/users/dgal/Data/graphs/tamu/matrices/sls/sls.mtx,16,1748122,62729,6804304,0.00438823,3.10116,8.86441e+07,LCM,0,4,8,0.00699097,0.00438823,3.10116,0.311494
/home/users/dgal/Data/graphs/tamu/matrices/cont1_l/cont1_l.mtx,16,1918399,1921596,7031999,0.00498538,2.82105,9.20576e+07,LCM,0,4,8,0.00739197,0.00498538,2.82105,0.320212
/home/users/dgal/Data/graphs/tamu/matrices/CO/CO.mtx,16,221119,221119,7666057,0.00192659,7.95815,9.28772e+07,LCM,0,4,8,0.00730047,0.00192659,7.95815,0.235217
/home/users/dgal/Data/graphs/tamu/matrices/G3_circuit/G3_circuit.mtx,16,1585478,1585478,7660826,0.00442457,3.46285,9.82718e+07,LCM,0,4,8,0.00872651,0.00442457,3.46285,0.288551
/home/users/dgal/Data/graphs/tamu/matrices/degme/degme.mtx,16,185501,659415,8127528,0.00165382,9.82881,9.82723e+07,LCM,0,4,8,0.0088721,0.00165382,9.82881,0.315323
/home/users/dgal/Data/graphs/tamu/matrices/atmosmodl/atmosmodl.mtx,16,1489752,1489752,10319760,0.00154324,13.3741,1.29796e+08,LCM,0,4,8,0.0105618,0.00154324,13.3741,0.227486
/home/users/dgal/Data/graphs/tamu/matrices/SiO2/SiO2.mtx,16,155331,155331,11283503,0.00244432,9.23244,1.36023e+08,LCM,0,4,8,0.012529,0.00244432,9.23244,0.281379
/home/users/dgal/Data/graphs/tamu/matrices/tp-6/tp-6.mtx,16,142752,1014301,11537419,0.013354,1.72794,1.3902e+08,LCM,0,4,8,0.0143523,0.013354,1.72794,0.453881
/home/users/dgal/Data/graphs/tamu/matrices/af_shell3/af_shell3.mtx,16,504855,504855,17588875,0.00238563,14.7457,2.13086e+08,LCM,0,4,8,0.0168076,0.00238563,14.7457,0.341767
/home/users/dgal/Data/graphs/tamu/matrices/circuit5M_dc/circuit5M_dc.mtx,16,3523317,3523317,19194193,0.0125683,3.05439,2.44424e+08,LCM,0,4,8,0.0218256,0.0125683,3.05439,0.763982
/home/users/dgal/Data/graphs/tamu/matrices/rajat31/rajat31.mtx,16,4690002,4690002,20316253,0.0129513,3.13733,2.62555e+08,LCM,0,4,8,0.0250412,0.0129513,3.13733,0.88055
/home/users/dgal/Data/graphs/tamu/matrices/CurlCurl_4/CurlCurl_4.mtx,16,2380515,2380515,26515867,0.00954787,5.5543,3.27712e+08,LCM,0,4,8,0.0253592,0.00954787,5.5543,0.849795
/home/users/dgal/Data/graphs/tamu/matrices/cage14/cage14.mtx,16,1505785,1505785,27130349,0.00986253,5.5017,3.31587e+08,LCM,0,4,8,0.0263672,0.00986253,5.5017,0.939751
/home/users/dgal/Data/graphs/tamu/matrices/nlpkkt80/nlpkkt80.mtx,16,1062400,1062400,28704672,0.00371472,15.4546,3.48706e+08,LCM,0,4,8,0.0266539,0.00371472,15.4546,0.542876
/home/users/dgal/Data/graphs/tamu/matrices/ss/ss.mtx,16,1652680,1652680,34753577,0.010217,6.80312,4.23654e+08,LCM,0,4,8,0.0334177,0.010217,6.80312,1.01427
/home/users/dgal/Data/graphs/tamu/matrices/boneS10/boneS10.mtx,16,914898,914898,55468422,0.00862796,12.8578,6.69281e+08,LCM,0,4,8,0.0530544,0.00862796,12.8578,1.08675
